Textos_espanol;sdg;words
Mientras tanto, para apoyar la viabilidad financiera a largo plazo de los esfuerzos de electrificación rural, el gobierno central está asignando subvenciones destinadas a una serie de programas de electrificación sin conexión a la red previamente ejecutados, como muestra la Tabla 15. China ha alcanzado una tasa de electrificación del 99,4%, con un 99% en zonas rurales y ya un 100% en entornos urbanos, gracias a las agresivas medidas del gobierno y a su firme voluntad política. El gobierno chino calcula que sólo 1,5 millones de personas seguirán sin electricidad en 2020.;;['mientras', 'apoyar', 'viabilidad', 'financiero', 'largo', 'plazo', 'esfuerzo', 'electrificación', 'rural', 'gobierno', 'central', 'asignar', 'subvención', 'destinado', 'serie', 'programa', 'electrificación', 'conexión', 'red', 'previamente', 'ejecutado', 'mostrar', 'tabla', 'quince', 'china', 'haber', 'alcanzar', 'tasa', 'electrificación', 'noventa y nueve', 'cuatro', 'noventa y nueve', 'zona', 'rural', 'cien', 'entorno', 'urbano', 'gracias', 'agresivo', 'medida', 'gobierno', 'firme', 'voluntad', 'política', 'gobierno', 'chino', 'calcular', 'sólo', 'cinco', 'millón', 'persona', 'seguir', 'electricidad', 'dos mil veinte']
"Estos dispositivos pueden retrasar su consumo (el periodo de enfriamiento) durante un breve periodo mientras la temperatura interna se mantenga dentro de ciertos límites. El uso de la flexibilidad de la demanda mediante el control de las cargas también requiere la aceptación y aprobación del cliente. Entre las opciones están las siguientes. En el caso de los frigoríficos, los retrasos pueden ser de hasta 15 minutos; en el de los congeladores, de bastante más tiempo si los dispositivos permiten un enfriamiento más profundo y mayores diferencias de temperatura dentro del congelador (Vande Meerssche et al.,";;['dispositivo', 'poder', 'retrasar', 'consumo', 'periodo', 'enfriamiento', 'breve', 'periodo', 'mientras', 'temperatura', 'interno', 'mantener', 'dentro', 'cierto', 'límite', 'uso', 'flexibilidad', 'demanda', 'mediante', 'control', 'carga', 'requerir', 'aceptación', 'aprobación', 'cliente', 'opción', 'siguiente', 'caso', 'frigorífico', 'retraso', 'poder', 'ser', 'quince', 'minuto', 'congelador', 'bastante', 'tiempo', 'si', 'dispositivo', 'permitir', 'enfriamiento', 'profundo', 'mayor', 'diferencia', 'temperatura', 'dentro', 'congelador', 'vande', 'meerssche', 'et']
Las afirmaciones de Emile Durkheim sobre la justicia, la dignidad humana y el sistema de valores del individualismo moral en las complejas sociedades modernas forman parte del canon de ideas teÃ³ricas clÃ¡sicas que sustentan la investigaciÃ³n social. Sin embargo, estas afirmaciones a menudo se descuidan en los estudios sociojurÃdicos o se consideran alejadas de gran parte de la experiencia jurÃdica occidental actual. Este artÃculo examina las concepciones sociolÃ³gicas de Durkheim sobre la justicia, la dignidad y el individualismo para demostrar su utilidad para el estudio de los valores jurÃdicos en las sociedades occidentales contemporÃ¡neas. Aplicando estas ideas a temas tan diversos como el castigo y el uso de la tortura, por un lado, y la sexualidad y el uso del velo islámico, por otro, se argumenta que su trabajo arroja nueva luz sobre las controversias jurídicas actuales y proporciona ideas duraderas para el desarrollo de una sociología de los valores jurídicos.;;['afirmación', 'emile', 'durkheim', 'justicia', 'dignidad', 'humano', 'sistema', 'valor', 'individualismo', 'moral', 'complejo', 'sociedad', 'moderno', 'formar', 'parte', 'canon', 'idea', 'teãricas', 'clã', 'sica', 'sustentar', 'investigaciãn', 'social', 'embargo', 'afirmación', 'menudo', 'descuidar', 'estudio', 'sociojurãdicos', 'considerar', 'alejado', 'gran', 'parte', 'experiencia', 'jurãdica', 'occidental', 'actual', 'artãculo', 'examinar', 'concepción', 'sociolãgicas', 'durkheim', 'justicia', 'dignidad', 'individualismo', 'demostrar', 'utilidad', 'estudio', 'valor', 'jurãdicos', 'sociedad', 'occidental', 'contemporã', 'nea', 'aplicar', 'idea', 'tema', 'diverso', 'castigo', 'uso', 'tortura', 'lado', 'sexualidad', 'uso', 'velo', 'islámico', 'argumentar', 'trabajo', 'arrojar', 'nuevo', 'luz', 'controversia', 'jurídico', 'actual', 'proporcionar', 'idea', 'duradero', 'desarrollo', 'sociología', 'valor', 'jurídico']
"Los politólogos hablan de la ""securitización"" de las políticas públicas: el proceso mediante el cual los actores políticos u organizativos utilizan argumentos de seguridad para justificar la financiación de determinadas actividades o cuando el ""Estado de seguridad"" utiliza la retórica de la amenaza externa (o interna) como pretexto para entrar en nuevos ámbitos políticos o para desarrollar nuevas competencias.1 Estas ideas deberían resultar familiares a los historiadores de la política científica y tecnológica (C+T), ya que la idea misma de que los gobiernos deben intervenir para financiar y dirigir la ciencia fue en gran medida un producto del entorno de seguridad de la Guerra Fría. Desde el 11-S se ha construido una nueva amenaza: la amenaza del terrorismo internacional. Se dice que vivimos en ""una nueva era antiterrorista"" que tiene amplias implicaciones para las políticas públicas, incluida la política científica y tecnológica2.";;['politólogo', 'hablar', 'securitización', 'política', 'público', 'proceso', 'mediante', 'actor', 'político', 'u', 'organizativo', 'utilizar', 'argumento', 'seguridad', 'justificar', 'financiación', 'determinado', 'actividad', 'seguridad', 'utilizar', 'retórica', 'amenaza', 'externo', 'interno', 'pretexto', 'entrar', 'nuevo', 'ámbito', 'político', 'desarrollar', 'nuevo', 'competencia', 'idea', 'deber', 'resultar', 'familiar', 'historiador', 'política', 'científico', 'tecnológico', 'c', 't', 'idea', 'mismo', 'gobierno', 'deber', 'intervenir', 'financiar', 'dirigir', 'ciencia', 'ser', 'gran', 'medida', 'producto', 'entorno', 'seguridad', 'guerra', 'fría', 'once', 's', 'haber', 'construido', 'nuevo', 'amenaza', 'amenaza', 'terrorismo', 'internacional', 'decir', 'vivir', 'nuevo', 'antiterrorista', 'tener', 'amplio', 'implicación', 'política', 'público', 'incluido', 'política', 'científico', 'tecnológico']
En 2008, vehementes debates sobre la libertad de expresión dividieron a Indonesia, después de que el gobierno volviera a presentar al Parlamento un proyecto de ley contra la pornografía. Los distintos bandos emplearon todo tipo de argumentos y perspectivas, siendo los principales los religiosos frente a los derechos humanos y el pluralismo. El principal problema de la nueva ley es su definiciÃ³n vaga y muy amplia de pornografÃa, que podrÃa amenazar los derechos de las mujeres, la expresiÃ³n cultural y la libertad de prensa. En el contexto de la democratizaciÃ³n de Indonesia despuÃ©s de Soeharto, se ha promovido progresivamente la libertad de expresiÃ³n, en particular mediante la adopciÃ³n de una garantÃa constitucional de la misma. Sin embargo, la constitucionalidad de la libertad de expresiÃ³n todavÃa necesita ser reexaminada exhaustivamente para avanzar en el desarrollo de los derechos humanos y la democracia.  Palabras clave: Antipornografía, Libertad de Expresión, Derechos Humanos;;['dos mil ocho', 'vehemente', 'debate', 'libertad', 'expresión', 'dividir', 'indonesia', 'después', 'gobierno', 'volver', 'presentar', 'parlamento', 'proyecto', 'ley', 'pornografía', 'distinto', 'bando', 'emplear', 'tipo', 'argumento', 'perspectiva', 'ser', 'principal', 'religioso', 'frente', 'derecho', 'humanos', 'pluralismo', 'principal', 'problema', 'nuevo', 'ley', 'ser', 'definiciãn', 'vago', 'amplio', 'pornografãa', 'poder', 'amenazar', 'derecho', 'mujer', 'expresiãn', 'cultural', 'libertad', 'prensa', 'contexto', 'democratizaciãn', 'indonesia', 'despuã', 's', 'soeharto', 'haber', 'promover', 'progresivamente', 'libertad', 'expresiãn', 'particular', 'mediante', 'adopciãn', 'garantãa', 'constitucional', 'mismo', 'embargo', 'constitucionalidad', 'libertad', 'expresiãn', 'todavãa', 'necesitar', 'ser', 'reexaminar', 'exhaustivamente', 'avanzar', 'desarrollo', 'derecho', 'humanos', 'democracia', 'palabras', 'clave', 'antipornografía', 'libertad', 'expresión', 'derechos', 'humanos']
Sin duda, esto tendrá un coste importante, pero el crecimiento económico no se verá limitado por la escasez de recursos naturales con valor comercial. Sin embargo, está limitado a los recursos naturales sin valor comercial. En consonancia con lo dicho en el capítulo 1, en la medida en que los impactos son externos, es decir, no son tenidos en cuenta por los participantes en el mercado, los recursos naturales pueden agotarse rápidamente con grandes pérdidas para las sociedades y los individuos. Ejemplos de ello son las selvas tropicales y los ecosistemas locales de todo el mundo. Esto nos remite a la cuestión del uso de la tierra y los servicios ecosistémicos que ésta proporciona. El cambio climÃ¡tico tambiÃ©n puede analizarse desde esta perspectiva, lo que exigirÃa considerar la capacidad de absorciÃ³n de la atmÃ³sfera terrestre como un recurso natural finito que se agota por la emisiÃ³n incesante de grandes cantidades de gases de efecto invernadero (GEI).;;['duda', 'tener', 'coste', 'importante', 'crecimiento', 'económico', 'ver', 'limitado', 'escasez', 'recurso', 'natural', 'valor', 'comercial', 'embargo', 'limitado', 'recurso', 'natural', 'valor', 'comercial', 'consonancia', 'dicho', 'capítulo', 'medida', 'impacto', 'ser', 'exter', 'decir', 'ser', 'tener', 'cuenta', 'participante', 'mercado', 'recurso', 'natural', 'poder', 'agotar', 'rápidamente', 'grande', 'pérdida', 'sociedad', 'individuo', 'ejemplo', 'ser', 'selva', 'tropical', 'ecosistema', 'local', 'mundo', 'remitir', 'cuestión', 'uso', 'tierra', 'servicio', 'ecosistémico', 'proporcionar', 'cambio', 'climã', 'tico', 'tambiã', 'n', 'poder', 'analizar', 'perspectiva', 'exigir', 'considerar', 'capacidad', 'absorciãn', 'atmãsfera', 'terrestre', 'recurso', 'natural', 'finito', 'agotar', 'emisiãn', 'incesante', 'grande', 'cantidad', 'gas', 'efecto', 'invernadero', 'gei']
En su sentencia en el asunto CanadÃ¡ (CiudadanÃa e InmigraciÃ³n) contra Vavilov, el Tribunal Supremo de CanadÃ¡ modificÃ³ radicalmente el Derecho administrativo canadiense.     En su mayor parte, el anÃ¡lisis del Tribunal fue comprensible y exhaustivo.     Pero en una serie de cuestiones clave, las implicaciones de Vavilov son oscuras. En orden de importancia, estas cuestiones no resueltas son: Â¿cÃ³mo se aplica Vavilov a los recursos internos legales, quÃ© marco rige la equidad procesal en el derecho administrativo, estÃ¡ el arbitraje sujeto a los principios del derecho administrativo, las decisiones administrativas que afectan a la Carta de Derechos y Libertades siguen siendo revisadas con deferencia, y cuÃ¡les son los fundamentos constitucionales de la revisiÃ³n judicial Vaviloviana?     En mi conferencia en memoria de Hugh Ketcheson QC, explicaré la importancia de estas cuestiones y expondré respuestas y soluciones fieles al marco de Vavilov.;;['sentencia', 'asunto', 'canadã', 'ciudadanãa', 'inmigraciãn', 'vavilov', 'tribunal', 'supremo', 'canadã', 'modificã', 'radicalmente', 'derecho', 'administrativo', 'canadiense', 'mayor', 'parte', 'anã', 'lisis', 'tribunal', 'ser', 'comprensible', 'exhaustivo', 'serie', 'cuestión', 'clave', 'implicación', 'vavilov', 'ser', 'oscuro', 'orden', 'importancia', 'cuestión', 'resuelto', 'ser', 'cãmo', 'aplicar', 'vavilov', 'recurso', 'interno', 'legal', 'quã', 'marco', 'regir', 'equidad', 'procesal', 'derecho', 'administrativo', 'arbitraje', 'sujeto', 'principio', 'derecho', 'administrativo', 'decisión', 'administrativo', 'afectar', 'carta', 'derechos', 'libertades', 'seguir', 'ser', 'revisar', 'deferencia', 'cuã', 'ser', 'fundamento', 'constitucional', 'revisiãn', 'judicial', 'vaviloviana', 'conferencia', 'memoria', 'hugh', 'ketcheson', 'qc', 'explicar', 'importancia', 'cuestión', 'exponer', 'respuesta', 'solución', 'fiel', 'marco', 'vavilo', 'v']
En Francia, los municipios y los organismos intermunicipales son los principales responsables del abastecimiento de agua potable y el saneamiento, mientras que los organismos regionales y departamentales, así como los grupos de regantes, se encargan de la gestión de los acuíferos y los ríos. ¿Quién aplica las políticas hídricas del gobierno central a nivel subnacional? En una primera categorÃa se incluyen los paÃses en los que la aplicaciÃ³n de las polÃticas hÃdricas a nivel subnacional depende esencialmente de un solo tipo de actores, es decir, los representantes del gobierno central en las regiones, y en una segunda categorÃa se incluyen los paÃses con una combinaciÃ³n de responsabilidades de varias autoridades subnacionales en la fase de aplicaciÃ³n. Esto refleja a menudo, si no invariablemente, lo descentralizadas que se han vuelto las políticas del agua en los países de la OCDE.;;['francia', 'municipio', 'organismo', 'intermunicipal', 'ser', 'principal', 'responsable', 'abastecimiento', 'agua', 'potable', 'saneamiento', 'mientras', 'organismo', 'regional', 'departamental', 'así', 'grupo', 'regante', 'encargar', 'gestión', 'acuífer', 'río', 'quién', 'aplicar', 'política', 'hídrico', 'gobierno', 'central', 'nivel', 'subnacional', 'primero', 'categorãa', 'incluir', 'paãses', 'aplicaciãn', 'polãticas', 'hãdricas', 'nivel', 'subnacional', 'depender', 'esencialmente', 'solo', 'tipo', 'actor', 'decir', 'representante', 'gobierno', 'central', 'región', 'segundo', 'categorãa', 'incluir', 'paãses', 'combinaciãn', 'responsabilidad', 'varios', 'autoridad', 'subnacional', 'fase', 'aplicaciãn', 'reflejar', 'menudo', 'si', 'invariablemente', 'descentralizado', 'haber', 'volver', 'política', 'agua', 'país', 'ocd']
De este modo, unos tipos iniciales bajos pueden fomentar la aceptación política y dar tiempo a las partes interesadas para adaptarse, mientras que los aumentos a lo largo del tiempo garantizan unos ingresos estables y mantienen la eficacia medioambiental. Si surge la incertidumbre sobre la previsibilidad y longevidad de un tipo impositivo, los inversores pueden considerar que el riesgo de las inversiones bajas en carbono, eficientes desde el punto de vista energético o reductoras de la contaminación es demasiado elevado. Al mismo tiempo, incentivar la inversión privada requiere medidas adicionales para minimizar el riesgo y crear marcos de inversión estables que garanticen -o al menos aumenten la probabilidad de- un rendimiento seguro. Estas medidas pueden incluir préstamos de bajo coste para los inversores privados, amortización acelerada, tipos de interés preferenciales o, en el caso de las energías renovables, acuerdos de compra de energía a largo plazo (Cottrell, Fortier y Schlegelmilch, 2015).;;['modo', 'tipo', 'inicial', 'bajo', 'poder', 'fomentar', 'aceptación', 'política', 'dar', 'tiempo', 'parte', 'interesado', 'adaptar', 'mientras', 'aumento', 'largo', 'tiempo', 'garantizar', 'ingreso', 'estable', 'mantener', 'eficacia', 'medioambiental', 'si', 'surgir', 'incertidumbre', 'previsibilidad', 'longevidad', 'tipo', 'impositivo', 'inversor', 'poder', 'considerar', 'riesgo', 'inversión', 'bajo', 'carbono', 'eficiente', 'punto', 'vista', 'energético', 'reductor', 'contaminación', 'ser', 'demasiado', 'elevado', 'mismo', 'tiempo', 'incentivar', 'inversión', 'privado', 'requerir', 'medida', 'adicional', 'minimizar', 'riesgo', 'crear', 'marco', 'inversión', 'estable', 'garantizar', 'menos', 'aumentar', 'probabilidad', 'rendimiento', 'seguro', 'medida', 'poder', 'incluir', 'préstamo', 'bajo', 'coste', 'inversor', 'privado', 'amortización', 'acelerado', 'tipo', 'interés', 'preferencial', 'caso', 'energía', 'renovable', 'acuerdo', 'compra', 'energía', 'largo', 'plazo', 'cottrell', 'fortier', 'schlegelmilch', 'dos mil quince']
Se analiza la historia de los litigios migratorios en Australia y se argumenta que la revisión judicial ha tenido un impacto negativo en la administración de la ley y en la resolución de disputas en ese ámbito. Un análisis de los litigios de inmigración es apropiado, porque una justificación clave ofrecida en apoyo de un papel judicial asertivo en ese ámbito es que la revisión judicial puede proporcionar una salvaguardia de los derechos humanos de las personas que buscan refugio bajo las leyes de inmigración de Australia.;;['analizar', 'historia', 'litigio', 'migratorio', 'australia', 'argumentar', 'revisión', 'judicial', 'haber', 'tener', 'impacto', 'negativo', 'administración', 'ley', 'resolución', 'disputa', 'ámbito', 'análisis', 'litigio', 'inmigración', 'ser', 'apropiado', 'justificación', 'clave', 'ofrececido', 'apoyo', 'papel', 'judicial', 'asertivo', 'ámbito', 'ser', 'revisión', 'judicial', 'poder', 'proporcionar', 'salvaguardia', 'derecho', 'humanos', 'persona', 'buscar', 'refugio', 'bajo', 'ley', 'inmigración', 'australi']
A menudo se considera que la energía nuclear es una tecnología de carga de base pura que funciona al nivel de potencia nominal durante largos periodos de tiempo. Este modo de funcionamiento de carga básica tiene dos ventajas: (a) simplicidad técnica, comercial y organizativa, y (b) es la forma de funcionamiento comercialmente más ventajosa en un contexto de precios estables de la electricidad. Unos factores de carga elevados durante largos periodos de tiempo son esenciales para amortizar los costes de inversión de tecnologías con costes fijos elevados y costes variables bajos, como la energía nuclear.7 No es sorprendente, pues, que la energía nuclear se utilice en modo de carga básica en la mayoría de los países de la OCDE. La elevada relación entre costes fijos y costes variables es una característica que la energía nuclear comparte con la mayoría de las tecnologías renovables.;;['menudo', 'considerar', 'energía', 'nuclear', 'ser', 'tecnología', 'carga', 'base', 'puro', 'funcionar', 'nivel', 'potencia', 'nominal', 'largo', 'periodo', 'tiempo', 'modo', 'funcionamiento', 'carga', 'básico', 'tener', 'dos', 'ventaja', 'simplicidad', 'técnico', 'comercial', 'organizativo', 'ser', 'forma', 'funcionamiento', 'comercialmente', 'ventajoso', 'contexto', 'precio', 'estable', 'electricidad', 'factor', 'carga', 'elevado', 'largo', 'periodo', 'tiempo', 'ser', 'esencial', 'amortizar', 'coste', 'inversión', 'tecnología', 'coste', 'fijo', 'elevado', 'coste', 'variable', 'bajo', 'energía', 'nuclear', 'siete', 'ser', 'sorprendente', 'pues', 'energía', 'nuclear', 'utilizar', 'modo', 'carga', 'básico', 'mayoría', 'país', 'ocde', 'elevado', 'relación', 'coste', 'fijo', 'coste', 'variable', 'ser', 'característica', 'energía', 'nuclear', 'compartir', 'mayoría', 'tecnología', 'renovable']
Obviamente, en la Unión Europea rigen actualmente dos principios bastante contradictorios en materia de jurisdicción. Por un lado, los convenios internacionales sobre responsabilidad nuclear siguen claramente las disposiciones de canalización de la responsabilidad y concentran todos los procedimientos en un solo tribunal. Por otro lado, el Reglamento Bruselas I. prefiere obviamente que el demandante pueda elegir entre presentar sus demandas ante el tribunal del país donde se produjo el incidente o ante el tribunal de su país de origen. El objetivo de este documento es identificar las interfaces entre estos dos principios contradictorios, prestando especial atención a la posibilidad de ejecutar las sentencias dictadas por tribunales de Estados no partes en el Convenio (es decir, Austria, Irlanda y Luxemburgo) en aquellos países miembros que son partes contratantes del Convenio de París o del Convenio de Viena.;;['obviamente', 'unión', 'europea', 'regir', 'actualmente', 'dos', 'principio', 'bastante', 'contradictorio', 'materia', 'jurisdicción', 'lado', 'convenio', 'internacional', 'responsabilidad', 'nuclear', 'seguir', 'claramente', 'disposición', 'canalización', 'responsabilidad', 'concentrar', 'procedimiento', 'solo', 'tribunal', 'lado', 'reglamento', 'bruselas', 'i', 'preferir', 'obviamente', 'demandante', 'poder', 'elegir', 'presentar', 'demanda', 'tribunal', 'país', 'producir', 'incidente', 'tribunal', 'país', 'origen', 'objetivo', 'documento', 'ser', 'identificar', 'interfaz', 'dos', 'principio', 'contradictorio', 'prestar', 'especial', 'atención', 'posibilidad', 'ejecutar', 'sentencia', 'dictado', 'tribunal', 'parte', 'convenio', 'decir', 'austria', 'irlanda', 'luxemburgo', 'aquel', 'país', 'miembro', 'ser', 'parte', 'contratante', 'convenio', 'parís', 'convenio', 'vien']
Desde hace poco, Etiopía ha promulgado varias leyes para regular algunos aspectos del entorno digital. La Proclamación sobre Ciberdelincuencia de 2016 (Proclamación sobre Delitos Informáticos n.º 958/2016) es la incorporación más reciente al régimen jurídico que tipifica una serie de ciberdelitos. También ha introducido una serie de normas probatorias y procesales novedosas que ayudarán en la investigación y el enjuiciamiento de los ciberdelitos. Sin embargo, la ley ha suscitado críticas desde diversos ángulos, principalmente debido a algunas de sus disposiciones contrarias a los derechos humanos. Este artículo presenta breves comentarios sobre la legislación en materia de ciberdelincuencia y destaca algunos de los retos que plantea su aplicación.   Términos clave Ciberdelincuencia, delito informático, derecho a la intimidad, contenidos ilegales en línea, justicia procesal, Etiopía;;['hacer', 'etiopía', 'haber', 'promulgar', 'varios', 'ley', 'regular', 'alguno', 'aspecto', 'entorno', 'digital', 'proclamación', 'ciberdelincuencia', 'dos mil dieciséis', 'proclamación', 'delitos', 'informáticos', 'n', '', 'novecientos cincuenta y ocho', 'dos mil dieciséis', 'ser', 'incorporación', 'reciente', 'régimen', 'jurídico', 'tipificar', 'serie', 'ciberdelito', 'haber', 'introducir', 'serie', 'norma', 'probatorio', 'procesal', 'novedoso', 'ayudar', 'investigación', 'enjuiciamiento', 'ciberdelito', 'embargo', 'ley', 'haber', 'suscitar', 'crítica', 'diverso', 'ángulo', 'principalmente', 'debido', 'alguno', 'disposición', 'contrario', 'derecho', 'humanos', 'artículo', 'presentar', 'breve', 'comentario', 'legislación', 'materia', 'ciberdelincuencia', 'destacar', 'alguno', 'reto', 'plantear', 'aplicación', 'término', 'clave', 'ciberdelincuencia', 'delito', 'informático', 'derecho', 'intimidad', 'contenido', 'ilegal', 'línea', 'justicia', 'procesal', 'etiopía']
Resumen Las injusticias medioambientales y sociales en el sector extractivo del condado de Kwale son rampantes y existen limitados mecanismos de participación ciudadana para abordar las injusticias y mejorar el diálogo entre las partes interesadas. La exclusión de la comunidad de la gobernanza empresarial ha perpetuado la injusticia medioambiental y social, provocando desconfianza y conflictos entre las comunidades y los inversores en las zonas mineras. El objetivo de este estudio era evaluar una plataforma cartográfica digital como herramienta de participación comunitaria. Se utilizó un enfoque de estudio participativo en el que las partes interesadas seleccionadas recibieron formación para utilizar la plataforma de cartografía digital y luego participaron en el estudio. Se utilizaron aplicaciones digitales para teléfonos móviles y aplicaciones de recopilación y gestión de datos Poi mapper para generar y analizar cuantitativamente las respuestas de las partes interesadas, que se transmitían instantáneamente a un servidor informático. La cartografía digital es interactiva, suscitó interacciones efectivas entre las partes interesadas y apoyó la participación ciudadana para hacer cumplir la responsabilidad corporativa.;;['resumen', 'injusticia', 'medioambiental', 'social', 'sector', 'extractivo', 'condado', 'kwale', 'ser', 'rampante', 'existir', 'limitado', 'mecanismo', 'participación', 'ciudadano', 'abordar', 'injusticia', 'mejorar', 'diálogo', 'parte', 'interesado', 'exclusión', 'comunidad', 'gobernanza', 'empresarial', 'haber', 'perpetuar', 'injusticia', 'medioambiental', 'social', 'provocar', 'desconfianza', 'conflicto', 'comunidad', 'inversor', 'zona', 'minero', 'objetivo', 'estudio', 'ser', 'evaluar', 'plataforma', 'cartográfico', 'digital', 'herramienta', 'participación', 'comunitario', 'utilizar', 'enfoque', 'estudio', 'participativo', 'parte', 'interesado', 'seleccionado', 'recibir', 'formación', 'utilizar', 'plataforma', 'cartografía', 'digital', 'luego', 'participar', 'estudio', 'utilizar', 'aplicación', 'digital', 'teléfono', 'móvil', 'aplicación', 'recopilación', 'gestión', 'dato', 'poi', 'mapper', 'generar', 'analizar', 'cuantitativamente', 'respuesta', 'parte', 'interesado', 'transmitir', 'instantáneamente', 'servidor', 'informático', 'cartografía', 'digital', 'ser', 'interactivo', 'suscitar', 'interacción', 'efectivo', 'parte', 'interesado', 'apoyar', 'participación', 'ciudadano', 'hacer', 'cumplir', 'responsabilidad', 'corporativo']
En este contexto, el reto de MÃ©xico es aprovechar el creciente impulso de la reforma hÃdrica para crear una polÃtica del agua inclusiva, integrada y coherente. Avanzar en un escenario de business-as-usual no es una opciÃ³n. Abordar esto significa, en parte, mejorar la calidad de los rÃos, lagos y acuÃferos en MÃ©xico. Esta tarea ha supuesto un gran reto en todo el país, ya que la calidad de las aguas superficiales y subterráneas se ve amenazada por las cargas contaminantes procedentes de fuentes puntuales y difusas, y por una atención insuficiente a los vertidos de aguas residuales. Actualmente, 91.3% de la población tiene acceso a servicios de agua potable, y 89.9% cuenta con cobertura de saneamiento. Sólo en 2010, los huracanes afectaron a 118 municipios de Coahuila, Nuevo León y Tamaulipas, a 138 municipios de los estados de Campeche, Puebla y Veracruz, y a 56 de los estados de Chiapas y Oaxaca.;;['contexto', 'reto', 'mã', 'xico', 'ser', 'aprovechar', 'creciente', 'impulso', 'reforma', 'hãdrica', 'crear', 'polãtica', 'agua', 'inclusivo', 'integrado', 'coherente', 'avanzar', 'escenario', 'business', 'as', 'usual', 'ser', 'opciãn', 'abordar', 'significar', 'parte', 'mejorar', 'calidad', 'rãos', 'lago', 'acuãferos', 'mã', 'xico', 'tarea', 'haber', 'suponer', 'gran', 'reto', 'país', 'calidad', 'agua', 'superficial', 'subterráneo', 'ver', 'amenazado', 'carga', 'contaminante', 'procedente', 'fuente', 'puntual', 'difuso', 'atención', 'insuficiente', 'vertido', 'agua', 'residual', 'actualmente', 'noventa y uno', 'tres', 'población', 'tener', 'acceso', 'servicio', 'agua', 'potable', 'ochenta y nueve', 'nueve', 'contar', 'cobertura', 'saneamiento', 'sólo', 'dos mil diez', 'huracán', 'afectar', 'ciento dieciocho', 'municipio', 'coahuila', 'nuevo', 'león', 'tamaulipas', 'ciento treinta y ocho', 'municipio', 'campeche', 'puebla', 'veracruz', 'cincuenta y seis', 'chiapas', 'oaxaca']
"Este artículo aborda el papel de las instituciones formales y las redes informales en las prácticas de gobierno corporativo. La literatura existente sobre gobierno corporativo ha examinado principalmente las instituciones formales, como el efecto de los sistemas legales. Nuestra contribuciÃ³n es considerar el efecto de las caracterÃsticas informales del ""pequeÃ±o mundo"" de las redes de propiedad y de consejos de administraciÃ³n. Utilizamos el caso de Escandinavia (Dinamarca, Noruega y Suecia) para examinar estos efectos. Nuestros resultados empíricos revelan grandes diferencias en las estructuras formales de los consejos de administración y de propiedad entre los países escandinavos, pero fuertes similitudes en cuanto al cumplimiento de la ley, la estabilidad política, la eficacia del gobierno, el Estado de derecho, el control de la corrupción, así como la voz y la rendición de cuentas. Encontramos que los tres paÃses pueden caracterizarse como ""mundos pequeÃ±os"" en los que la confianza, la difusiÃ³n de informaciÃ³n y los mecanismos de reputaciÃ³n son mecanismos activos de gobernanza. (Menos)";;['artículo', 'abordar', 'papel', 'institución', 'formal', 'red', 'informal', 'práctica', 'gobierno', 'corporativo', 'literatura', 'existente', 'gobierno', 'corporativo', 'haber', 'examinar', 'principalmente', 'institución', 'formal', 'efecto', 'sistema', 'legal', 'contribuciãn', 'ser', 'considerar', 'efecto', 'caracterãsticas', 'informal', 'pequeã', 'mundo', 'red', 'propiedad', 'consejo', 'administraciãn', 'utilizar', 'caso', 'escandinavia', 'dinamarca', 'noruega', 'suecia', 'examinar', 'efecto', 'resultado', 'empírico', 'revelar', 'grande', 'diferencia', 'estructura', 'formal', 'consejo', 'administración', 'propiedad', 'país', 'escandinavo', 'fuerte', 'similitud', 'cuanto', 'cumplimiento', 'ley', 'estabilidad', 'política', 'eficacia', 'gobierno', 'derecho', 'control', 'corrupción', 'así', 'voz', 'rendición', 'cuenta', 'encontrar', 'tres', 'paãses', 'poder', 'caracterizar', 'mundo', 'pequeã', 'confianza', 'difusir', 'informaciãn', 'mecanismo', 'reputaciãn', 'ser', 'mecanismo', 'activo', 'gobernanza', 'meno', 's']
